,airline_name,date_of_journey,source,destination,departure_time,arrival_time,duration,total_stops,price
819,IndiGo,"Mon, 15 Nov",Chennai,New Delhi,11:50,19:55,8h 05m,2 Stops,"2,271"
820,IndiGo,"Mon, 15 Nov",Pune,Kolkata,14:40,20:00,5h 20m,1 Stop,"4,374"
821,IndiGo,"Mon, 15 Nov",Pune,Kolkata,17:45,23:15,5h 30m,,"4,374"
822,IndiGo,"Mon, 15 Nov",Pune,Kolkata,14:40,21:10,6h 30m,,"4,374"
823,IndiGo,"Mon, 15 Nov",Pune,Kolkata,14:40,23:15,8h 35m,,"4,374"
824,Air Asia,"Mon, 15 Nov",Pune,Kolkata,11:50,15:45,3h 55m,,"4,949"
825,IndiGo,"Mon, 15 Nov",Pune,Kolkata,13:40,19:15,5h 35m,,"4,949"
826,IndiGo,"Mon, 15 Nov",Pune,Kolkata,11:00,17:20,6h 20m,1 Stop,"4,949"
827,IndiGo,"Mon, 15 Nov",Pune,Kolkata,11:00,19:40,8h 40m,2 Stops,"4,949"
828,IndiGo,"Mon, 15 Nov",Pune,Kolkata,13:40,22:40,9h 00m,,"4,949"
829,IndiGo,"Mon, 15 Nov",Pune,Kolkata,11:10,20:40,9h 30m,,"4,949"
830,IndiGo,"Wed, 24 Nov",Patna,Bangalore,09:15,12:00,2h 45m,1 Stop,"3,659"
831,Vistara,"Wed, 24 Nov",Patna,Bangalore,10:30,13:00,2h 30m,,"3,827"
832,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:40,22:50,6h 10m,1 Stop,"3,828"
833,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:20,22:40,6h 20m,2 Stops,"3,828"
834,IndiGo,"Wed, 24 Nov",Patna,Bangalore,14:55,22:00,7h 05m,,"3,828"
835,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:20,"00:05
+ 1 day",7h 45m,,"3,828"
836,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:40,"01:05
+ 1 day",8h 25m,,"3,828"
837,IndiGo,"Wed, 24 Nov",Patna,Bangalore,15:30,"00:20
+ 1 day",8h 50m,,"3,828"
838,IndiGo,"Wed, 24 Nov",Patna,Bangalore,16:20,"02:20
+ 1 day",10h 00m,2 Stops,"3,828"
839,IndiGo,"Wed, 24 Nov",Patna,Bangalore,12:05,22:10,10h 05m,,"3,828"
840,Air India,"Fri, 19 Nov",Pune,Lucknow,12:35,19:40,7h 05m,1 Stop,"4,730"
841,Air India,"Fri, 19 Nov",Pune,Lucknow,12:35,"08:15
+ 1 day",19h 40m,2 Stops,"4,730"
842,IndiGo,"Fri, 19 Nov",Pune,Lucknow,14:10,16:00,1h 50m,,"5,223"
843,Air India,"Fri, 19 Nov",Pune,Lucknow,08:45,14:00,5h 15m,2 Stops,"5,255"
844,Air India,"Fri, 19 Nov",Pune,Lucknow,08:45,19:40,10h 55m,,"5,255"
845,Air India,"Fri, 19 Nov",Pune,Lucknow,18:50,"08:15
+ 1 day",13h 25m,2 Stops,"5,255"
846,Air India,"Fri, 19 Nov",Pune,Lucknow,08:45,"08:15
+ 1 day",23h 30m,,"5,255"
847,Air India,"Fri, 19 Nov",Pune,Lucknow,18:50,"19:40
+ 1 day",24h 50m,,"5,255"
848,Go First,"Fri, 19 Nov",Pune,Lucknow,15:30,22:15,6h 45m,,"5,358"
849,Go First,"Fri, 19 Nov",Pune,Lucknow,19:10,"07:30
+ 1 day",12h 20m,,"5,358"
850,IndiGo,"Mon, 15 Nov",New Delhi,Chennai,20:30,23:20,2h 50m,1 Stop,"2,341"
851,SpiceJet,"Mon, 15 Nov",New Delhi,Chennai,18:25,21:10,2h 45m,1 Stop,"2,621"
852,SpiceJet,"Mon, 15 Nov",New Delhi,Chennai,06:15,09:10,2h 55m,1 Stop,"2,621"
853,Air India,"Mon, 15 Nov",New Delhi,Chennai,20:40,23:35,2h 55m,1 Stop,"2,658"
854,Vistara,"Mon, 15 Nov",New Delhi,Chennai,13:30,16:20,2h 50m,1 Stop,"2,715"
855,Vistara,"Mon, 15 Nov",New Delhi,Chennai,19:55,22:45,2h 50m,1 Stop,"2,715"
856,IndiGo,"Mon, 15 Nov",New Delhi,Chennai,12:45,15:40,2h 55m,1 Stop,"2,823"
857,Air India,"Mon, 15 Nov",New Delhi,Chennai,06:05,08:55,2h 50m,1 Stop,"3,078"
858,Air India,"Mon, 15 Nov",New Delhi,Chennai,09:45,12:40,2h 55m,1 Stop,"3,078"
859,Vistara,"Mon, 15 Nov",New Delhi,Chennai,07:20,10:10,2h 50m,1 Stop,"3,152"
860,Air India,"Tue, 4 Jan",New Delhi,Hyderabad,09:45,11:55,2h 10m,1 Stop,"2,098"
861,Air India,"Tue, 4 Jan",New Delhi,Hyderabad,08:10,10:30,2h 20m,1 Stop,"2,098"
862,Air India,"Tue, 4 Jan",New Delhi,Hyderabad,21:10,23:35,2h 25m,1 Stop,"2,098"
863,IndiGo,"Tue, 4 Jan",New Delhi,Hyderabad,11:35,13:50,2h 15m,1 Stop,"2,510"
864,IndiGo,"Tue, 4 Jan",New Delhi,Hyderabad,07:00,09:20,2h 20m,1 Stop,"2,510"
865,IndiGo,"Tue, 4 Jan",New Delhi,Hyderabad,08:40,11:00,2h 20m,1 Stop,"2,510"
866,IndiGo,"Tue, 4 Jan",New Delhi,Hyderabad,23:05,"01:20
+ 1 day",2h 15m,1 Stop,"2,720"
867,IndiGo,"Tue, 4 Jan",New Delhi,Hyderabad,20:45,23:10,2h 25m,1 Stop,"2,720"
868,Air Asia,"Tue, 4 Jan",New Delhi,Hyderabad,16:15,20:25,4h 10m,1 Stop,"3,120"
869,SpiceJet,"Tue, 4 Jan",New Delhi,Hyderabad,17:00,19:05,2h 05m,1 Stop,"3,199"
870,Air India,"Tue, 11 Jan",New Delhi,Goa,22:00,"00:35
+ 1 day",2h 35m,1 Stop,"3,563"
871,Air India,"Tue, 11 Jan",New Delhi,Goa,08:00,14:45,6h 45m,1 Stop,"3,988"
872,Air India,"Tue, 11 Jan",New Delhi,Goa,07:00,14:45,7h 45m,1 Stop,"3,988"
873,Air India,"Tue, 11 Jan",New Delhi,Goa,20:00,"14:45
+ 1 day",18h 45m,1 Stop,"3,988"
874,Air India,"Tue, 11 Jan",New Delhi,Goa,19:00,"14:45
+ 1 day",19h 45m,1 Stop,"3,988"
875,Air India,"Tue, 11 Jan",New Delhi,Goa,20:00,"22:35
+ 1 day",26h 35m,1 Stop,"3,988"
876,Air India,"Tue, 11 Jan",New Delhi,Goa,19:00,"22:35
+ 1 day",27h 35m,1 Stop,"3,988"
877,Air India,"Tue, 11 Jan",New Delhi,Goa,10:40,20:30,9h 50m,1 Stop,"4,116"
878,Air India,"Tue, 11 Jan",New Delhi,Goa,08:00,20:30,12h 30m,1 Stop,"4,116"
879,Air India,"Tue, 11 Jan",New Delhi,Goa,07:00,20:30,13h 30m,1 Stop,"4,116"
880,IndiGo,"Mon, 15 Nov",New Delhi,Bangalore,13:00,20:45,7h 45m,1 Stop,"3,170"
881,IndiGo,"Mon, 15 Nov",New Delhi,Bangalore,23:05,"06:55
+ 1 day",7h 50m,2 Stop(s),"3,170"
882,IndiGo,"Mon, 15 Nov",New Delhi,Bangalore,05:15,14:20,9h 05m,2 Stop(s),"3,170"
883,IndiGo,"Mon, 15 Nov",New Delhi,Bangalore,23:05,"08:15
+ 1 day",9h 10m,2 Stop(s),"3,170"
884,IndiGo,"Mon, 15 Nov",New Delhi,Bangalore,13:00,22:50,9h 50m,2 Stop(s),"3,170"
885,SpiceJet,"Mon, 15 Nov",New Delhi,Bangalore,06:15,21:10,14h 55m,2 Stop(s),"3,881"
886,SpiceJet,"Mon, 15 Nov",New Delhi,Bangalore,18:25,"21:10
+ 1 day",26h 45m,1 Stop,"3,881"
887,Air India,"Mon, 15 Nov",New Delhi,Bangalore,21:10,"22:15
+ 1 day",25h 05m,1 Stop,"4,146"
888,Air India,"Mon, 15 Nov",New Delhi,Bangalore,20:40,"15:20
+ 1 day",18h 40m,1 Stop,"4,170"
889,IndiGo,"Mon, 15 Nov",New Delhi,Bangalore,06:10,08:50,2h 40m,1 Stop,"4,200"
890,Air Asia,"Wed, 17 Nov",New Delhi,Mumbai,04:25,06:35,2h 10m,1 Stop,"2,456"
891,Go First,"Wed, 17 Nov",New Delhi,Mumbai,07:00,09:10,2h 10m,1 Stop,"2,456"
892,IndiGo,"Wed, 17 Nov",New Delhi,Mumbai,07:15,09:25,2h 10m,1 Stop,"2,456"
893,IndiGo,"Wed, 17 Nov",New Delhi,Mumbai,23:15,"01:25
+ 1 day",2h 10m,1 Stop,"2,456"
894,IndiGo,"Wed, 17 Nov",New Delhi,Mumbai,04:45,07:10,2h 25m,1 Stop,"2,456"
895,IndiGo,"Wed, 17 Nov",New Delhi,Mumbai,12:55,17:50,4h 55m,1 Stop,"2,456"
896,IndiGo,"Wed, 17 Nov",New Delhi,Mumbai,21:20,"07:05
+ 1 day",9h 45m,1 Stop,"2,456"
897,IndiGo,"Wed, 17 Nov",New Delhi,Mumbai,12:55,23:15,10h 20m,1 Stop,"2,456"
898,IndiGo,"Wed, 17 Nov",New Delhi,Mumbai,21:50,"08:15
+ 1 day",10h 25m,1 Stop,"2,456"
899,Air India,"Wed, 17 Nov",New Delhi,Mumbai,17:50,21:35,3h 45m,1 Stop,"2,476"
900,Air India,"Sat, 8 Jan",New Delhi,Port Blair,20:40,"11:25
+ 1 day",14h 45m,1 Stop,"6,018"
901,Air India,"Sat, 8 Jan",New Delhi,Port Blair,09:45,"11:25
+ 1 day",25h 40m,1 Stop,"6,018"
902,Air India,"Sat, 8 Jan",New Delhi,Port Blair,20:40,"08:15
+ 1 day",11h 35m,1 Stop,"6,517"
903,Air India,"Sat, 8 Jan",New Delhi,Port Blair,09:45,"08:15
+ 1 day",22h 30m,1 Stop,"6,517"
904,Air India,"Sat, 8 Jan",New Delhi,Port Blair,06:05,"08:15
+ 1 day",26h 10m,1 Stop,"6,517"
905,IndiGo,"Sat, 8 Jan",New Delhi,Port Blair,18:45,"07:15
+ 1 day",12h 30m,1 Stop,"6,978"
906,Air India,"Sat, 8 Jan",New Delhi,Port Blair,21:10,"11:25
+ 1 day",14h 15m,1 Stop,"7,252"
907,Air India,"Sat, 8 Jan",New Delhi,Port Blair,20:00,"11:25
+ 1 day",15h 25m,1 Stop,"7,663"
908,Air India,"Sat, 8 Jan",New Delhi,Port Blair,19:00,"11:25
+ 1 day",16h 25m,1 Stop,"7,663"
909,Air India,"Sat, 8 Jan",New Delhi,Port Blair,10:40,"11:25
+ 1 day",24h 45m,1 Stop,"7,663"
910,Air India,"Mon, 29 Nov",New Delhi,Imphal,05:15,"11:45
+ 1 day",30h 30m,1 Stop,"3,935"
911,Air India,"Mon, 29 Nov",New Delhi,Imphal,16:15,"13:50
+ 1 day",21h 35m,1 Stop,"4,360"
912,IndiGo,"Mon, 29 Nov",New Delhi,Imphal,05:55,11:15,5h 20m,1 Stop,"4,555"
913,IndiGo,"Mon, 29 Nov",New Delhi,Imphal,07:10,13:25,6h 15m,1 Stop,"4,605"
914,Air Asia,"Mon, 29 Nov",New Delhi,Imphal,05:45,10:45,5h 00m,1 Stop,"4,690"
915,Air Asia,"Mon, 29 Nov",New Delhi,Imphal,07:10,16:40,9h 30m,1 Stop,"4,690"
916,Air Asia,"Mon, 29 Nov",New Delhi,Imphal,05:45,16:40,10h 55m,1 Stop,"4,690"
917,Air Asia,"Mon, 29 Nov",New Delhi,Imphal,07:10,10:45,3h 35m,1 Stop,"4,790"
918,Air Asia,"Mon, 29 Nov",New Delhi,Imphal,12:50,16:40,3h 50m,1 Stop,"4,790"
919,IndiGo,"Mon, 29 Nov",New Delhi,Imphal,11:25,14:10,2h 45m,3 Stop(s),"4,840"
920,Air India,"Fri, 12 Nov",New Delhi,Vijayawada,06:00,08:15,2h 15m,1 Stop,"5,416"
921,Air India,"Fri, 12 Nov",New Delhi,Vijayawada,17:45,20:00,2h 15m,1 Stop,"5,416"
922,IndiGo,"Fri, 12 Nov",New Delhi,Vijayawada,06:45,12:00,5h 15m,2 Stop(s),"5,955"
923,IndiGo,"Fri, 12 Nov",New Delhi,Vijayawada,09:40,15:00,5h 20m,2 Stop(s),"5,955"
924,IndiGo,"Fri, 12 Nov",New Delhi,Vijayawada,07:55,15:00,7h 05m,1 Stop,"5,955"
925,IndiGo,"Fri, 12 Nov",New Delhi,Vijayawada,13:00,21:00,8h 00m,1 Stop,"5,955"
926,IndiGo,"Fri, 12 Nov",New Delhi,Vijayawada,06:45,15:00,8h 15m,1 Stop,"5,955"
927,IndiGo,"Fri, 12 Nov",New Delhi,Vijayawada,23:05,"07:35
+ 1 day",8h 30m,1 Stop,"5,955"
928,IndiGo,"Fri, 12 Nov",New Delhi,Vijayawada,09:40,21:00,11h 20m,1 Stop,"5,955"
929,IndiGo,"Fri, 12 Nov",New Delhi,Vijayawada,06:10,16:35,10h 25m,2 Stop(s),"6,789"
930,Air India,"Wed, 12 Jan",New Delhi,Jammu,17:05,19:05,2h 00m,1 Stop,"2,022"
931,SpiceJet,"Wed, 12 Jan",New Delhi,Jammu,08:50,10:10,1h 20m,1 Stop,"2,255"
932,Go First,"Wed, 12 Jan",New Delhi,Jammu,14:15,15:35,1h 20m,1 Stop,"2,255"
933,Go First,"Wed, 12 Jan",New Delhi,Jammu,17:00,18:20,1h 20m,1 Stop,"2,255"
934,SpiceJet,"Wed, 12 Jan",New Delhi,Jammu,18:15,19:35,1h 20m,1 Stop,"2,255"
935,Go First,"Wed, 12 Jan",New Delhi,Jammu,07:35,09:10,1h 35m,1 Stop,"2,255"
936,IndiGo,"Wed, 12 Jan",New Delhi,Jammu,06:25,11:00,4h 35m,1 Stop,"2,255"
937,Vistara,"Wed, 12 Jan",New Delhi,Jammu,13:25,14:35,1h 10m,1 Stop,"2,275"
938,Air India,"Wed, 12 Jan",New Delhi,Jammu,10:50,12:20,1h 30m,1 Stop,"2,694"
939,IndiGo,"Wed, 12 Jan",New Delhi,Jammu,09:45,11:15,1h 30m,1 Stop,"3,593"
940,IndiGo,"Fri, 26 Nov",Mumbai,Varanasi,10:05,19:20,9h 15m,1 Stop,"3,975"
941,IndiGo,"Fri, 26 Nov",Mumbai,Varanasi,12:45,18:00,5h 15m,1 Stop,"4,080"
942,IndiGo,"Fri, 26 Nov",Mumbai,Varanasi,13:45,19:10,5h 25m,1 Stop,"4,080"
943,IndiGo,"Fri, 26 Nov",Mumbai,Varanasi,15:50,21:35,5h 45m,1 Stop,"4,080"
944,IndiGo,"Fri, 26 Nov",Mumbai,Varanasi,06:30,13:10,6h 40m,1 Stop,"4,080"
945,IndiGo,"Fri, 26 Nov",Mumbai,Varanasi,10:05,16:50,6h 45m,1 Stop,"4,080"
946,IndiGo,"Fri, 26 Nov",Mumbai,Varanasi,06:00,16:50,10h 50m,1 Stop,"4,080"
947,SpiceJet,"Fri, 26 Nov",Mumbai,Varanasi,21:45,"18:45
+ 1 day",21h 00m,1 Stop,"4,249"
948,Air India,"Fri, 26 Nov",Mumbai,Varanasi,15:25,"14:50
+ 1 day",23h 25m,1 Stop,"4,291"
949,SpiceJet,"Fri, 26 Nov",Mumbai,Varanasi,21:45,"08:20
+ 1 day",10h 35m,1 Stop,"4,353"
950,IndiGo,"Tue, 16 Nov",Mumbai,Chandigarh,22:20,"11:15
+ 1 day",12h 55m,1 Stop,"3,303"
951,IndiGo,"Tue, 16 Nov",Mumbai,Chandigarh,15:35,17:50,2h 15m,1 Stop,"3,589"
952,Vistara,"Tue, 16 Nov",Mumbai,Chandigarh,09:55,12:20,2h 25m,1 Stop,"3,610"
953,Vistara,"Tue, 16 Nov",Mumbai,Chandigarh,16:05,18:30,2h 25m,1 Stop,"3,610"
954,Air India,"Tue, 16 Nov",Mumbai,Chandigarh,07:00,18:55,11h 55m,1 Stop,"3,774"
955,Air India,"Tue, 16 Nov",Mumbai,Chandigarh,15:25,"07:40
+ 1 day",16h 15m,1 Stop,"3,774"
956,Air India,"Tue, 16 Nov",Mumbai,Chandigarh,07:00,"07:40
+ 1 day",24h 40m,1 Stop,"3,774"
957,IndiGo,"Tue, 16 Nov",Mumbai,Chandigarh,07:05,15:45,8h 40m,1 Stop,"3,881"
958,IndiGo,"Tue, 16 Nov",Mumbai,Chandigarh,10:05,18:40,8h 35m,1 Stop,"3,998"
959,Air India,"Tue, 16 Nov",Mumbai,Chandigarh,10:00,18:55,8h 55m,1 Stop,"4,089"
960,Air India,"Fri, 19 Nov",Mumbai,Dehradun,15:25,"07:25
+ 1 day",16h 00m,1 Stop,"4,096"
961,Air India,"Fri, 19 Nov",Mumbai,Dehradun,18:00,"07:25
+ 1 day",13h 25m,1 Stop,"4,411"
962,SpiceJet,"Fri, 19 Nov",Mumbai,Dehradun,21:45,"08:00
+ 1 day",10h 15m,1 Stop,"4,487"
963,SpiceJet,"Fri, 19 Nov",Mumbai,Dehradun,19:05,"08:00
+ 1 day",12h 55m,1 Stop,"4,487"
964,SpiceJet,"Fri, 19 Nov",Mumbai,Dehradun,21:45,"19:00
+ 1 day",21h 15m,1 Stop,"4,487"
965,SpiceJet,"Fri, 19 Nov",Mumbai,Dehradun,19:05,"19:00
+ 1 day",23h 55m,1 Stop,"4,487"
966,IndiGo,"Fri, 19 Nov",Mumbai,Dehradun,22:20,"07:10
+ 1 day",8h 50m,1 Stop,"4,520"
967,SpiceJet,"Fri, 19 Nov",Mumbai,Dehradun,21:45,"16:00
+ 1 day",18h 15m,1 Stop,"4,591"
968,SpiceJet,"Fri, 19 Nov",Mumbai,Dehradun,19:05,"16:00
+ 1 day",20h 55m,1 Stop,"4,591"
969,IndiGo,"Fri, 19 Nov",Mumbai,Dehradun,20:30,"07:10
+ 1 day",10h 40m,1 Stop,"4,786"
970,IndiGo,"Tue, 23 Nov",Mumbai,Coimbatore,09:15,11:00,1h 45m,1 Stop,"2,600"
971,IndiGo,"Tue, 23 Nov",Mumbai,Coimbatore,20:25,22:15,1h 50m,1 Stop,"2,600"
972,IndiGo,"Tue, 23 Nov",Mumbai,Coimbatore,09:30,15:30,6h 00m,1 Stop,"2,600"
973,IndiGo,"Tue, 23 Nov",Mumbai,Coimbatore,08:30,15:30,7h 00m,1 Stop,"2,600"
974,IndiGo,"Tue, 23 Nov",Mumbai,Coimbatore,01:15,08:45,7h 30m,1 Stop,"2,600"
975,IndiGo,"Tue, 23 Nov",Mumbai,Coimbatore,07:45,15:30,7h 45m,1 Stop,"2,600"
976,IndiGo,"Tue, 23 Nov",Mumbai,Coimbatore,06:55,15:30,8h 35m,1 Stop,"2,600"
977,IndiGo,"Tue, 23 Nov",Mumbai,Coimbatore,04:35,13:40,9h 05m,1 Stop,"2,600"
978,IndiGo,"Tue, 23 Nov",Mumbai,Coimbatore,10:30,20:05,9h 35m,1 Stop,"2,600"
979,IndiGo,"Tue, 23 Nov",Mumbai,Coimbatore,04:50,15:30,10h 40m,1 Stop,"2,600"
980,Air India,"Mon, 3 Jan",Mumbai,Goa,21:00,22:35,1h 35m,1 Stop,"1,890"
981,IndiGo,"Mon, 3 Jan",Mumbai,Goa,05:05,06:25,1h 20m,1 Stop,"2,019"
982,Air India,"Mon, 3 Jan",Mumbai,Goa,05:30,06:50,1h 20m,1 Stop,"2,205"
983,IndiGo,"Mon, 3 Jan",Mumbai,Goa,16:40,18:00,1h 20m,1 Stop,"2,265"
984,SpiceJet,"Mon, 3 Jan",Mumbai,Goa,23:45,"01:00
+ 1 day",1h 15m,1 Stop,"2,384"
985,SpiceJet,"Mon, 3 Jan",Mumbai,Goa,11:15,12:50,1h 35m,1 Stop,"2,384"
986,SpiceJet,"Mon, 3 Jan",Mumbai,Goa,15:30,17:05,1h 35m,1 Stop,"2,384"
987,Go First,"Mon, 3 Jan",Mumbai,Goa,15:20,16:30,1h 10m,1 Stop,"2,418"
988,Go First,"Mon, 3 Jan",Mumbai,Goa,04:55,06:10,1h 15m,1 Stop,"2,418"
989,Go First,"Mon, 3 Jan",Mumbai,Goa,11:30,12:45,1h 15m,1 Stop,"2,418"
990,Air India,"Thu, 9 Dec",Mumbai,Kolkata,06:10,08:50,2h 40m,1 Stop,"3,177"
991,Air India,"Thu, 9 Dec",Mumbai,Kolkata,07:55,12:10,4h 15m,1 Stop,"3,177"
992,Air India,"Thu, 9 Dec",Mumbai,Kolkata,20:30,23:15,2h 45m,1 Stop,"4,213"
993,SpiceJet,"Thu, 9 Dec",Mumbai,Kolkata,19:30,"08:45
+ 1 day",13h 15m,3 Stop(s),"4,242"
994,SpiceJet,"Thu, 9 Dec",Mumbai,Kolkata,06:00,20:50,14h 50m,1 Stop,"4,242"
995,SpiceJet,"Thu, 9 Dec",Mumbai,Kolkata,19:30,"20:50
+ 1 day",25h 20m,1 Stop,"4,242"
996,SpiceJet,"Thu, 9 Dec",Mumbai,Kolkata,06:00,"08:45
+ 1 day",26h 45m,1 Stop,"4,242"
997,Air India,"Thu, 9 Dec",Mumbai,Kolkata,05:45,"08:05
+ 1 day",26h 20m,1 Stop,"4,358"
998,SpiceJet,"Thu, 9 Dec",Mumbai,Kolkata,06:15,09:00,2h 45m,1 Stop,"4,467"
999,SpiceJet,"Thu, 9 Dec",Mumbai,Kolkata,18:00,20:45,2h 45m,1 Stop,"4,467"
1000,IndiGo,"Mon, 15 Nov",Mumbai,Kochi,01:15,07:00,5h 45m,1 Stop,"2,165"
1001,IndiGo,"Mon, 15 Nov",Mumbai,Kochi,04:50,10:55,6h 05m,1 Stop,"2,165"
1002,IndiGo,"Mon, 15 Nov",Mumbai,Kochi,22:15,"07:00
+ 1 day",8h 45m,1 Stop,"2,165"
1003,IndiGo,"Mon, 15 Nov",Mumbai,Kochi,01:15,10:55,9h 40m,1 Stop,"2,165"
1004,IndiGo,"Mon, 15 Nov",Mumbai,Kochi,20:30,"07:00
+ 1 day",10h 30m,1 Stop,"2,165"
1005,IndiGo,"Mon, 15 Nov",Mumbai,Kochi,08:45,10:40,1h 55m,1 Stop,"2,246"
1006,Go First,"Mon, 15 Nov",Mumbai,Kochi,17:15,19:25,2h 10m,1 Stop,"2,542"
1007,Air Asia,"Mon, 15 Nov",Mumbai,Kochi,14:55,16:50,1h 55m,1 Stop,"2,543"
1008,Air India,"Mon, 15 Nov",Mumbai,Kochi,17:10,19:15,2h 05m,1 Stop,"2,603"
1009,IndiGo,"Mon, 15 Nov",Mumbai,Kochi,11:15,13:10,1h 55m,1 Stop,"2,762"
1010,IndiGo,"Tue, 11 Jan",Mumbai,Indore,07:50,09:15,1h 25m,1 Stop,"1,899"
1011,IndiGo,"Tue, 11 Jan",Mumbai,Indore,19:50,21:15,1h 25m,2 Stop(s),"1,899"
1012,IndiGo,"Tue, 11 Jan",Mumbai,Indore,14:45,16:15,1h 30m,1 Stop,"1,899"
1013,IndiGo,"Tue, 11 Jan",Mumbai,Indore,10:30,15:40,5h 10m,1 Stop,"1,901"
1014,IndiGo,"Tue, 11 Jan",Mumbai,Indore,06:05,11:50,5h 45m,1 Stop,"1,901"
1015,IndiGo,"Tue, 11 Jan",Mumbai,Indore,12:05,20:15,8h 10m,1 Stop,"1,901"
1016,IndiGo,"Tue, 11 Jan",Mumbai,Indore,11:00,20:15,9h 15m,2 Stop(s),"1,901"
1017,IndiGo,"Tue, 11 Jan",Mumbai,Indore,06:15,15:40,9h 25m,1 Stop,"1,901"
1018,IndiGo,"Tue, 11 Jan",Mumbai,Indore,10:30,20:15,9h 45m,1 Stop,"1,901"
1019,IndiGo,"Tue, 11 Jan",Mumbai,Indore,12:45,22:30,9h 45m,1 Stop,"1,901"
1020,Go First,"Sun, 21 Nov",Mumbai,Mangalore,10:30,11:55,1h 25m,1 Stop,"2,843"
1021,IndiGo,"Sun, 21 Nov",Mumbai,Mangalore,06:55,10:50,3h 55m,1 Stop,"2,843"
1022,IndiGo,"Sun, 21 Nov",Mumbai,Mangalore,06:15,11:30,5h 15m,1 Stop,"2,843"
1023,IndiGo,"Sun, 21 Nov",Mumbai,Mangalore,04:50,10:50,6h 00m,1 Stop,"2,843"
1024,IndiGo,"Sun, 21 Nov",Mumbai,Mangalore,01:15,07:50,6h 35m,1 Stop,"2,843"
1025,IndiGo,"Sun, 21 Nov",Mumbai,Mangalore,01:15,10:50,9h 35m,1 Stop,"2,843"
1026,IndiGo,"Sun, 21 Nov",Mumbai,Mangalore,22:15,"07:50
+ 1 day",9h 35m,1 Stop,"2,843"
1027,Air India,"Sun, 21 Nov",Mumbai,Mangalore,10:25,12:00,1h 35m,1 Stop,"3,234"
1028,IndiGo,"Sun, 21 Nov",Mumbai,Mangalore,18:45,20:15,1h 30m,1 Stop,"3,791"
1029,IndiGo,"Sun, 21 Nov",Mumbai,Mangalore,11:05,12:40,1h 35m,1 Stop,"3,791"
1030,IndiGo,"Mon, 15 Nov",Mumbai,New Delhi,17:15,19:20,2h 05m,1 Stop,"2,463"
1031,IndiGo,"Mon, 15 Nov",Mumbai,New Delhi,18:30,20:35,2h 05m,1 Stop,"2,463"
1032,IndiGo,"Mon, 15 Nov",Mumbai,New Delhi,20:30,22:35,2h 05m,1 Stop,"2,463"
1033,Air Asia,"Mon, 15 Nov",Mumbai,New Delhi,22:55,"01:00
+ 1 day",2h 05m,1 Stop,"2,463"
1034,Air Asia,"Mon, 15 Nov",Mumbai,New Delhi,07:20,09:30,2h 10m,1 Stop,"2,463"
1035,Go First,"Mon, 15 Nov",Mumbai,New Delhi,18:00,20:10,2h 10m,1 Stop,"2,463"
1036,Go First,"Mon, 15 Nov",Mumbai,New Delhi,20:15,22:25,2h 10m,1 Stop,"2,463"
1037,SpiceJet,"Mon, 15 Nov",Mumbai,New Delhi,21:45,23:55,2h 10m,1 Stop,"2,463"
1038,IndiGo,"Mon, 15 Nov",Mumbai,New Delhi,11:45,14:00,2h 15m,1 Stop,"2,463"
1039,SpiceJet,"Mon, 15 Nov",Mumbai,New Delhi,19:05,21:30,2h 25m,1 Stop,"2,463"
1040,IndiGo,"Mon, 15 Nov",Bangalore,Kolkata,23:45,"07:55
+ 1 day",8h 10m,1 Stop,"3,182"
1041,IndiGo,"Mon, 15 Nov",Bangalore,Kolkata,18:45,"00:30
+ 1 day",5h 45m,1 Stop,"3,530"
1042,IndiGo,"Mon, 15 Nov",Bangalore,Kolkata,07:10,13:20,6h 10m,1 Stop,"3,530"
1043,IndiGo,"Mon, 15 Nov",Bangalore,Kolkata,13:05,19:15,6h 10m,1 Stop,"3,530"
1044,IndiGo,"Mon, 15 Nov",Bangalore,Kolkata,23:45,"06:05
+ 1 day",6h 20m,2 Stop(s),"3,530"
1045,IndiGo,"Mon, 15 Nov",Bangalore,Kolkata,06:10,13:20,7h 10m,1 Stop,"3,530"
1046,IndiGo,"Mon, 15 Nov",Bangalore,Kolkata,16:20,"00:30
+ 1 day",8h 10m,1 Stop,"3,530"
1047,IndiGo,"Mon, 15 Nov",Bangalore,Kolkata,21:55,"06:05
+ 1 day",8h 10m,1 Stop,"3,530"
1048,IndiGo,"Mon, 15 Nov",Bangalore,Kolkata,10:15,19:15,9h 00m,2 Stop(s),"3,530"
1049,IndiGo,"Mon, 15 Nov",Bangalore,Kolkata,20:15,"06:05
+ 1 day",9h 50m,1 Stop,"3,530"
1050,Go First,"Tue, 7 Dec",Bangalore,Lucknow,08:15,10:40,2h 25m,1 Stop,"3,257"
1051,IndiGo,"Tue, 7 Dec",Bangalore,Lucknow,06:25,09:00,2h 35m,1 Stop,"3,258"
1052,IndiGo,"Tue, 7 Dec",Bangalore,Lucknow,17:50,20:25,2h 35m,1 Stop,"3,641"
1053,Air India,"Tue, 7 Dec",Bangalore,Lucknow,15:30,18:00,2h 30m,1 Stop,"3,651"
